"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	14844	274434	5408.951
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	14965	285142	5248.262
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	15683	295817	5301.588
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	15895	305200	5208.060
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	16500	318991	5172.560
"Total"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"			283253	4720829	6000.069
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	155859	2721384	5727.196
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	154451	2748114	5620.254
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	152517	2769878	5506.271
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	150862	2788048	5411.026
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	148708	2812176	5288.005
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	142168	2815107	5050.181
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	141070	2829825	4985.114
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	136662	2837452	4816.363
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	132199	2827294	4675.814
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	131606	2809281	4684.686
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	126016	2791411	4514.419
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	125427	2804683	4472.056
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	124662	2830122	4404.828
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	124028	2872652	4317.544
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	127019	2951208	4303.966
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	129804	3048737	4257.632
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	133111	3123524	4261.565
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	135968	3217524	4225.858
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	141543	3365644	4205.525
"Total"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"			2613680	54964064	4755.252
"Total"	"75-79 years"	"75-79"	"Male"	"M"					2896933	59684893	4853.712
"Total"	"75-79 years"	"75-79"							5563612	138777279	4009.022
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	16308	231410	7047.232
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	16559	235532	7030.467
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	16864	242527	6953.453
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	17387	248864	6986.547
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	17201	254948	6746.866
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	17403	260441	6682.128
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	17744	264754	6702.071
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	17564	270865	6484.411
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	17109	275592	6208.090
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	17117	279505	6124.041
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	16884	282112	5984.857
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	16601	285739	5809.847
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	16835	290696	5791.273
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	16440	293509	5601.191
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	16976	299428	5669.476
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	16868	305737	5517.160
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	17169	313486	5476.800
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	17763	323535	5490.287
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	17955	333028	5391.439
"Total"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"			324747	5291708	6136.903
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	175197	2787768	6284.490
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	176553	2808414	6286.573
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	178943	2895979	6179.016
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	183131	2967616	6170.980
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	182291	3007201	6061.816
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	179195	3065529	5845.484
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	181296	3092515	5862.413
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	175051	3088866	5667.161
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	171333	3084088	5555.386
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	172286	3082577	5589.025
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	163831	3051166	5369.455
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	162513	3036681	5351.665
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	162029	3020565	5364.195
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	159059	2991162	5317.632
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	156633	2949831	5309.897
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	153341	2916001	5258.606
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	154532	2909531	5311.234
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	150828	2918111	5168.686
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	153334	2942426	5211.142
"Total"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"			3191376	56616027	5636.877
"Total"	"80-84 years"	"80-84"	"Female"	"F"					3516123	61907735	5679.618
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	11966	114685	10433.797
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	12344	118627	10405.726
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	12779	123098	10381.160
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	13044	127492	10231.230
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	13312	131585	10116.655
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12865	134816	9542.636
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13351	137527	9707.912
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13178	140920	9351.405
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	12814	143608	8922.901
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13019	145908	8922.746
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	12482	147980	8434.924
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	12704	150974	8414.694
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	12504	155699	8030.880
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	12885	158887	8109.537
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	13108	164897	7949.205
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	13196	171083	7713.215
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	13675	177354	7710.568
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	14202	185423	7659.244
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	14682	192638	7621.549
"Total"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"			248110	2823201	8788.251
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	151591	1645730	9211.171
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	151919	1670809	9092.541
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	153761	1753554	8768.535
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	157792	1817099	8683.732
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	158342	1860928	8508.766
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	157174	1913306	8214.786
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	159158	1952437	8151.761
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	156342	1974034	7919.924
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	154625	2001634	7724.939
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	155817	2030879	7672.392
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	151515	2046095	7405.081
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	152116	2061411	7379.217
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	153672	2095831	7332.271
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	151151	2103886	7184.372
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	151438	2104984	7194.259
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	149373	2102961	7102.985
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	151477	2120553	7143.278
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	148568	2145386	6925.001
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	152837	2184161	6997.515
"Total"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"			2918668	37585678	7765.373
"Total"	"80-84 years"	"80-84"	"Male"	"M"					3166778	40408879	7836.837
"Total"	"80-84 years"	"80-84"							6682901	102316614	6531.589
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	15218	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	15491	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	15414	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	15628	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	15385	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	14931	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	15398	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	15298	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	15825	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	16186	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	15924	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	16396	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	16609	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	17051	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	17271	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	17027	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	17526	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	17203	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	17446	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"			307227	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	186951	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	189174	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	191354	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	192424	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	193311	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	186397	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	192887	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	191470	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	193579	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	199979	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	196483	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	200860	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	202817	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	200746	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	201340	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	194413	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	198230	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	192945	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	192302	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"			3697662	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Female"	"F"					4004889	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	8828	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	8428	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	8389	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	8292	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	8197	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	8253	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	8615	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	8617	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	9060	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	9295	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	9188	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	9682	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	9625	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	9834	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	10164	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	10227	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	10305	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	10551	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	10838	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"			176388	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	115599	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	118321	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	119811	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	124020	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	124593	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	122938	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	128448	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	130335	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	134013	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	139840	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	139914	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	144284	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	146518	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	147587	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	150826	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	150111	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	154015	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	152763	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	156014	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"			2599950	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"	"Male"	"M"					2776338	Not Applicable	Not Applicable
"Total"	"85-89 years"	"85-89"							6781227	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	9934	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	10431	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	10707	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	11003	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	11295	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	11228	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	11585	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	11140	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	10998	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	11127	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	10593	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	11472	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	11907	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	12379	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	12623	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	13106	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	13485	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	13789	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	13851	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"			222653	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	140226	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	142933	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	143543	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	146992	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	148018	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	144219	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	150793	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	149293	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	149085	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	155186	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	149289	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	156346	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	164434	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	168886	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	173365	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	175415	Not Applicable	Not Applicable
